content_id,feature_name,feature,label
rxa3a,tags=basketball,2443,5416
wlo0d,hotness=40,65,5666
wlo0d,lifetime=40,72,5666
wlo0d,Time=11,3,5666
wlo0d,categories=norge,50,5666
wlo0d,tags=drap,2574,5666
wlo0d,tags= scotland yard,1822,5666
wlo0d,tags= london,1275,5666
wlo0d,tags= jemen,1006,5666
wloLP,hotness=40,65,5667
wloLP,lifetime=20,71,5667
wloLP,Time=15,7,5667
wloLP,categories=sykkel,58,5667
wloLP,tags=kristiansand,2922,5667
wloLP,tags= sykkel,2023,5667
wloLP,tags= hovden,893,5667
zpoEw,hotness=50,66,6064
zpoEw,lifetime=20,71,6064
zpoEw,Time=6,20,6064
zpoEw,categories=fotball,41,6064
zpoEw,tags=slaget om sørlandet,3342,6064
x6o7Q,hotness=30,64,5802
x6o7Q,lifetime=60,73,5802
x6o7Q,Time=7,21,5802
x6o7Q,categories=langrenn,46,5802
x6o7Q,categories= vintersport,32,5802
x6o7Q,tags=langrenn,2952,5802
x6o7Q,tags= vintersport,2280,5802
vRoP5,hotness=40,65,5519
vRoP5,lifetime=20,71,5519
vRoP5,Time=15,7,5519
vRoP5,categories=fotball,41,5519
vRoP5,tags=klepp il,2892,5519
vRoP5,tags= toppserien,2114,5519
x6oXn,hotness=40,65,5805
x6oXn,lifetime=40,72,5805
x6oXn,Time=15,7,5805
x6oXn,categories=verden,59,5805
x6oXn,tags=storbritannia,3386,5805
x6oXn,tags= usa,2214,5805
zpozK,hotness=40,65,6069
zpozK,lifetime=20,71,6069
zpozK,Time=13,5,6069
zpozK,categories=fotball,41,6069
zpozK,tags=arsène wenger,2407,6069
zpozK,tags= arsenal fc,191,6069
1laKl,hotness=30,64,267
1laKl,lifetime=20,71,267
1laKl,Time=11,3,267
1laKl,categories=fotball,41,267
1laKl,tags=eliteserien,2596,267
1laKl,tags= ole gunnar solskjær,1561,267
1laKl,tags= molde fk,1413,267
3AA69,hotness=20,63,439
3AA69,lifetime=20,71,439
3AA69,Time=18,10,439
3AA69,categories=fotball,41,439
3AA69,tags=eliteserien,2596,439
3AA69,tags= molde fk,1413,439
3Aa2L,hotness=40,65,455
3Aa2L,lifetime=20,71,455
3Aa2L,Time=9,23,455
3Aa2L,categories=norge,50,455
3Aa2L,tags=våpen,3570,455
3Aa2L,tags= politiet,1652,455
3Aa2L,tags= etterforskning,590,455
1laLq,hotness=40,65,268
1laLq,lifetime=20,71,268
1laLq,Time=8,22,268
1laLq,categories=fotball,41,268
1laLq,tags=sandnes ulf,3296,268
1llPW,hotness=20,63,281
1llPW,lifetime=20,71,281
1llPW,Time=15,7,281
1llPW,categories=fotball,41,281
1llPW,tags=eliteserien,2596,281
1llPW,tags= aalesund fk,85,281
1llnG,hotness=40,65,283
1llnG,lifetime=40,72,283
1llnG,Time=19,11,283
1llnG,categories=fotball,41,283
1llnG,tags=mohammed abdellaoue,3060,283
1llnG,tags= eliteserien,558,283
1llnG,tags= ronny deila,1762,283
1llnG,tags= nicklas bendtner,1490,283
1llnG,tags= rosenborg bk,1764,283
1llnG,tags= vålerenga fotball,2293,283
1llnG,tags= fotball,718,283
3AA4P,hotness=20,63,438
3AA4P,lifetime=20,71,438
3AA4P,Time=19,11,438
3AA4P,categories=fotball,41,438
3AA4P,tags=eliteserien,2596,438
3AA4P,tags= vålerenga fotball,2293,438
3AA4P,tags= rosenborg bk,1764,438
3AA4P,tags= fotball,718,438
26aLq,hotness=40,65,350
26aLq,lifetime=20,71,350
26aLq,Time=15,7,350
26aLq,categories=fotball,41,350
26aLq,tags=vidar fk,3552,350
4pp1R,hotness=40,65,677
4pp1R,lifetime=40,72,677
4pp1R,Time=19,11,677
4pp1R,categories=fotball,41,677
4pp1R,tags=sivert heltne nilsen,3317,677
4pp1R,tags= sk brann,1866,677
4pp1R,tags= aalesund fk,85,677
4pp1R,tags= lars arne nilsen,1223,677
4pana,hotness=20,63,653
4pana,lifetime=20,71,653
4pana,Time=16,8,653
4pana,categories=fotball,41,653
4pana,tags=kåre ingebrigtsen,2941,653
4pana,tags= pål andré helland,1682,653
4pana,tags= mushaga bakenga,1439,653
4pana,tags= eliteserien,558,653
4pana,tags= tore reginiussen,2118,653
4pana,tags= nicklas bendtner,1490,653
4pana,tags= rosenborg bk,1764,653
4paj9,hotness=60,67,652
4paj9,lifetime=40,72,652
4paj9,Time=11,3,652
4paj9,categories=fotball,41,652
4paj9,tags=eliteserien,2596,652
4paj9,tags= sk brann,1866,652
4paj9,tags= doddo,499,652
4ppdq,hotness=40,65,681
4ppdq,lifetime=20,71,681
4ppdq,Time=20,13,681
4ppdq,categories=fotball,41,681
4ppdq,tags=arendal,2398,681
4ppdq,tags= fredrikstad,737,681
4ppdq,tags= fotball 1. div,719,681
4ppdq,tags= slaget om sørlandet,1891,681
4ppdq,tags= arendal fotball,173,681
4ppdq,tags= fotball,718,681
3Aadd,hotness=60,67,456
3Aadd,lifetime=40,72,456
3Aadd,Time=12,4,456
3Aadd,categories=sprek,57,456
3Aadd,tags=fjell,2654,456
3Aadd,tags= danmark,457,456
3Aadd,tags= tur,2174,456
3Aadd,tags= bergen,273,456
3Aadd,tags= natur,1459,456
4pap6,hotness=40,65,654
4pap6,lifetime=40,72,654
4pap6,Time=9,23,654
4pap6,categories=andreidretter,34,654
4pap6,tags=tokyo,3463,654
4pap6,tags= roing,1756,654
4pap6,tags= ol,1555,654
4pp7g,hotness=20,63,678
4pp7g,lifetime=20,71,678
4pp7g,Time=20,13,678
4pp7g,categories=fotball,41,678
4pp7g,tags=tromsdalen fotball,3490,678
5XXVm,hotness=40,65,776
5XXVm,lifetime=20,71,776
5XXVm,Time=18,10,776
5XXVm,categories=fotball,41,776
5XXVm,tags=eliteserien,2596,776
5XXVm,tags= lillestrøm sk,1259,776
5XXVm,tags= tromsø il,2149,776
5Xa51,hotness=40,65,779
5Xa51,lifetime=20,71,779
5Xa51,Time=8,22,779
5Xa51,categories=fotball,41,779
5Xa51,tags=johan selvig,2832,779
5Xa51,tags= viking fk,2266,779
6OO9o,hotness=20,63,894
6OO9o,lifetime=20,71,894
6OO9o,Time=20,13,894
6OO9o,categories=verden,59,894
6OO9o,tags=manchester,3004,894
6OO9o,tags= ariana grande,177,894
6OO9o,tags= tripoli,2142,894
6OO9o,tags= libya,1252,894
6OO6o,hotness=40,65,893
6OO6o,lifetime=20,71,893
6OO6o,Time=19,11,893
6OO6o,categories=fotball,41,893
6OO6o,tags=,74,893
6OOzr,hotness=40,65,898
6OOzr,lifetime=20,71,898
6OOzr,Time=18,10,898
6OOzr,categories=fotball,41,898
6OOzr,tags=fk haugesund,2655,898
6OOzr,tags= eliteserien,558,898
6OOzr,tags= haugesund,842,898
6OOzr,tags= sarpsborg 08,1813,898
6OOzr,tags= sarpsborg,1812,898
7880K,hotness=40,65,951
7880K,lifetime=20,71,951
7880K,Time=16,8,951
7880K,categories=ballsport,35,951
7880K,tags=,74,951
5XkMK,hotness=50,66,795
5XkMK,lifetime=40,72,795
5XkMK,Time=19,11,795
5XkMK,categories=okonomi,51,795
5XkMK,tags=digitalisering,2564,795
5XkMK,tags= teknologi,2061,795
5XkMK,tags= økonomi,2338,795
78a98,hotness=40,65,999
78a98,lifetime=40,72,999
78a98,Time=15,7,999
78a98,categories=andreidretter,34,999
78a98,tags=,74,999
84a2G,hotness=40,65,1186
84a2G,lifetime=20,71,1186
84a2G,Time=9,23,1186
84a2G,categories=andreidretter,34,1186
84a2G,tags=jakob ingebrigtsen,2821,1186
84a2G,tags= friidrett,741,1186
844ww,hotness=40,65,1152
844ww,lifetime=20,71,1152
844ww,Time=18,10,1152
844ww,categories=fotball,41,1152
844ww,tags=arendal,2398,1152
844ww,tags= fotball 1. div,719,1152
844ww,tags= fredrikstad,737,1152
844ww,tags= slaget om sørlandet,1891,1152
844ww,tags= fotball,718,1152
84a0x,hotness=40,65,1185
84a0x,lifetime=20,71,1185
84a0x,Time=6,20,1185
84a0x,categories=fotball,41,1185
84a0x,tags=slaget om sørlandet,3342,1185
84a0x,tags= ik start,932,1185
84a0x,tags= fk jerv,667,1185
78aWV,hotness=40,65,1000
78aWV,lifetime=40,72,1000
78aWV,Time=10,2,1000
78aWV,categories=andreidretter,34,1000
78aWV,tags=roing,3268,1000
844J2,hotness=20,63,1150
844J2,lifetime=20,71,1150
844J2,Time=21,14,1150
844J2,categories=verden,59,1150
844J2,tags=,74,1150
84aeW,hotness=40,65,1190
84aeW,lifetime=40,72,1190
84aeW,Time=12,4,1190
84aeW,categories=fotball,41,1190
84aeW,tags=per egil flo,3187,1190
84aeW,tags= praha,1660,1190
84anW,hotness=40,65,1192
84anW,lifetime=20,71,1192
84anW,Time=10,2,1192
84anW,categories=norge,50,1192
84anW,tags=,74,1192
84aL1,hotness=20,63,1189
84aL1,lifetime=20,71,1189
84aL1,Time=17,9,1189
84aL1,categories=fotball,41,1189
84aL1,tags=eliteserien,2596,1189
84aL1,tags= lillestrøm sk,1259,1189
84aL1,tags= tromsø il,2149,1189
84aAQ,hotness=40,65,1187
84aAQ,lifetime=20,71,1187
84aAQ,Time=6,20,1187
84aAQ,categories=fotball,41,1187
84aAQ,tags=slaget om sørlandet,3342,1187
84aAQ,tags= ik start,932,1187
84aAQ,tags= fk jerv,667,1187
97a9M,hotness=50,66,1372
97a9M,lifetime=20,71,1372
97a9M,Time=7,21,1372
97a9M,categories=langrenn,46,1372
97a9M,categories= vintersport,32,1372
97a9M,tags=therese johaug,3452,1372
AKaAM,hotness=30,64,1538
AKaAM,lifetime=40,72,1538
AKaAM,Time=8,22,1538
AKaAM,categories=sykkel,58,1538
AKaAM,tags=,74,1538
AKaOj,hotness=40,65,1540
AKaOj,lifetime=20,71,1540
AKaOj,Time=9,23,1540
AKaOj,categories=verden,59,1540
AKaOj,tags=russland,3284,1540
AKaOj,tags= det hvite hus,481,1540
AKaOj,tags= mike pence,1397,1540
AKaOj,tags= jared kushner,1000,1540
AKaOj,tags= usa,2214,1540
BQQWv,hotness=20,63,1635
BQQWv,lifetime=20,71,1635
BQQWv,Time=21,14,1635
BQQWv,categories=verden,59,1635
BQQWv,tags=syria,3420,1635
BQQWv,tags= moskva,1427,1635
BQQWv,tags= jared kushner,1000,1635
977KE,hotness=20,63,1326
977KE,lifetime=20,71,1326
977KE,Time=19,11,1326
977KE,categories=fotball,41,1326
977KE,tags=eliteserien,2596,1326
977KE,tags= molde fk,1413,1326
BQa5E,hotness=40,65,1638
BQa5E,lifetime=20,71,1638
BQa5E,Time=18,10,1638
BQa5E,categories=fotball,41,1638
BQa5E,tags=mons ivar mjelde,3065,1638
BQa5E,tags= obos-ligaen,1547,1638
BQa5E,tags= åsane fotball,2333,1638
BQa5E,tags= åsane,2332,1638
JmdaJ,hotness=30,64,2158
JmdaJ,lifetime=20,71,2158
JmdaJ,Time=11,3,2158
JmdaJ,categories=fotball,41,2158
JmdaJ,tags=eliteserien,2596,2158
JmdaJ,tags= tromsø il,2149,2158
6OOwQ,hotness=40,65,896
6OOwQ,lifetime=40,72,896
6OOwQ,Time=15,7,896
6OOwQ,categories=sykkel,58,896
6OOwQ,tags=,74,896
GWWlQ,hotness=20,63,1951
GWWlQ,lifetime=20,71,1951
GWWlQ,Time=15,7,1951
GWWlQ,categories=sykkel,58,1951
GWWlQ,tags=,74,1951
844mw,hotness=40,65,1151
844mw,lifetime=20,71,1151
844mw,Time=19,11,1151
844mw,categories=fotball,41,1151
844mw,tags=eliteserien,2596,1151
844mw,tags= lillestrøm sk,1259,1151
844mw,tags= tromsø il,2149,1151
E180l,hotness=40,65,1727
E180l,lifetime=40,72,1727
E180l,Time=14,6,1727
E180l,categories=sykkel,58,1727
E180l,tags=tour des fjords,3477,1727
E180l,tags= edvald boasson hagen,532,1727
JmmE8,hotness=20,63,2180
JmmE8,lifetime=20,71,2180
JmmE8,Time=19,11,2180
JmmE8,categories=kultur,45,2180
JmmE8,tags=gullpalmen,2737,2180
JmmER,hotness=40,65,2181
JmmER,lifetime=20,71,2181
JmmER,Time=19,11,2181
JmmER,categories=fotball,41,2181
JmmER,tags=piotr leciejewski,3197,2181
JmmER,tags= eliteserien,558,2181
JmmER,tags= sk brann,1866,2181
JmmER,tags= aalesund fk,85,2181
Lrrnx,hotness=40,65,2512
Lrrnx,lifetime=20,71,2512
Lrrnx,Time=18,10,2512
Lrrnx,categories=fotball,41,2512
Lrrnx,tags=,74,2512
K54VG,hotness=40,65,2225
K54VG,lifetime=60,73,2225
K54VG,Time=7,21,2225
K54VG,categories=sprek,57,2225
K54VG,tags=spill,3361,2225
K54VG,tags= trening,2137,2225
K54VG,tags= st. olavs hospital,1936,2225
K54VG,tags= dataspill,463,2225
K54VG,tags= teknologi,2061,2225
K54VG,tags= ntnu,1534,2225
K54VG,tags= gründer,811,2225
K55z5,hotness=20,63,2233
K55z5,lifetime=20,71,2233
K55z5,Time=20,13,2233
K55z5,categories=fotball,41,2233
K55z5,tags=,74,2233
LrrAx,hotness=50,66,2511
LrrAx,lifetime=40,72,2511
LrrAx,Time=18,10,2511
LrrAx,categories=fotball,41,2511
LrrAx,tags=piotr leciejewski,3197,2511
LrrAx,tags= sivert heltne nilsen,1858,2511
LrrAx,tags= brann,346,2511
JmmoR,hotness=20,63,2184
JmmoR,lifetime=20,71,2184
JmmoR,Time=18,10,2184
JmmoR,categories=fotball,41,2184
JmmoR,tags=tromsdalen fotball,3490,2184
Myy1K,hotness=40,65,2642
Myy1K,lifetime=20,71,2642
Myy1K,Time=19,11,2642
Myy1K,categories=fotball,41,2642
Myy1K,tags=eliteserien,2596,2642
Myy1K,tags= lillestrøm sk,1259,2642
Myy1K,tags= tromsø il,2149,2642
MyygE,hotness=40,65,2644
MyygE,lifetime=40,72,2644
MyygE,Time=18,10,2644
MyygE,categories=fotball,41,2644
MyygE,tags=as roma,2409,2644
OxK4q,hotness=40,65,2751
OxK4q,lifetime=40,72,2751
OxK4q,Time=11,3,2751
OxK4q,categories=verden,59,2751
OxK4q,tags=manchester,3004,2751
OxK4q,tags= politiet,1652,2751
OxK4q,tags= terror,2073,2751
OxxpE,hotness=40,65,2816
OxxpE,lifetime=20,71,2816
OxxpE,Time=17,9,2816
OxxpE,categories=fotball,41,2816
OxxpE,tags=ernest asante,2610,2816
OxxpE,tags= mathias rasmussen,1347,2816
QeexV,hotness=20,63,3050
QeexV,lifetime=20,71,3050
QeexV,Time=19,11,3050
QeexV,categories=fotball,41,3050
QeexV,tags=eliteserien,2596,3050
QeexV,tags= molde fk,1413,3050
Oxx81,hotness=40,65,2813
Oxx81,lifetime=40,72,2813
Oxx81,Time=21,14,2813
Oxx81,categories=fotball,41,2813
Oxx81,tags=kåre ingebrigtsen,2941,2813
Oxx81,tags= eliteserien,558,2813
Oxx81,tags= nicklas bendtner,1490,2813
Oxx81,tags= rosenborg bk,1764,2813
Oxx81,tags= fotball,718,2813
RgMx8,hotness=40,65,3132
RgMx8,lifetime=20,71,3132
RgMx8,Time=11,3,3132
RgMx8,categories=fotball,41,3132
RgMx8,tags=slaget om sørlandet,3342,3132
RgMx8,tags= arendal fotball,173,3132
RgMJr,hotness=40,65,3130
RgMJr,lifetime=40,72,3130
RgMJr,Time=12,4,3130
RgMJr,categories=okonomi,51,3130
RgMJr,tags=vik,3554,3130
RgMJr,tags= gründer,811,3130
RgMJr,tags= forbes,693,3130
K55v6,hotness=60,67,2232
K55v6,lifetime=40,72,2232
K55v6,Time=17,9,2232
K55v6,categories=fotball,41,2232
K55v6,tags=eliteserien,2596,2232
K55v6,tags= lillestrøm sk,1259,2232
K55v6,tags= tromsø il,2149,2232
RgMg2,hotness=40,65,3131
RgMg2,lifetime=20,71,3131
RgMg2,Time=7,21,3131
RgMg2,categories=norge,50,3131
RgMg2,tags=sport,3363,3131
RgMg2,tags= friluftsliv,743,3131
RgMg2,tags= næringsliv,1538,3131
Rggr5,hotness=20,63,3159
Rggr5,lifetime=20,71,3159
Rggr5,Time=19,11,3159
Rggr5,categories=norge,50,3159
Rggr5,tags=,74,3159
WpPAd,hotness=40,65,3379
WpPAd,lifetime=20,71,3379
WpPAd,Time=17,9,3379
WpPAd,categories=fotball,41,3379
WpPAd,tags=slaget om sørlandet,3342,3379
WpPAd,tags= ik start,932,3379
WpP4j,hotness=60,67,3378
WpP4j,lifetime=20,71,3378
WpP4j,Time=14,6,3378
WpP4j,categories=norge,50,3378
WpP4j,tags=flekkefjord,2657,3378
WpP4j,tags= lister,1265,3378
WpPwr,hotness=40,65,3382
WpPwr,lifetime=20,71,3382
WpPwr,Time=11,3,3382
WpPwr,categories=verden,59,3382
WpPwr,tags=danmark,2545,3382
WpPwr,tags= terrorberedskap,2074,3382
WpPwr,tags= københavn,1212,3382
VAnAV,hotness=40,65,3243
VAnAV,lifetime=20,71,3243
VAnAV,Time=7,21,3243
VAnAV,categories=sykkel,58,3243
VAnAV,tags=tour des fjords,3477,3243
VAnAV,tags= stavanger,1951,3243
WpPnr,hotness=20,63,3381
WpPnr,lifetime=20,71,3381
WpPnr,Time=13,5,3381
WpPnr,categories=fotball,41,3381
WpPnr,tags=brann,2484,3381
WpPnr,tags= eliteserien,558,3381
WpPnr,tags= aalesund fk,85,3381
WpPPL,hotness=20,63,3380
WpPPL,lifetime=20,71,3380
WpPPL,Time=5,19,3380
WpPPL,categories=norge,50,3380
WpPPL,tags=,74,3380
WppLa,hotness=40,65,3409
WppLa,lifetime=20,71,3409
WppLa,Time=16,8,3409
WppLa,categories=osloby,52,3409
WppLa,tags=,74,3409
Wppla,hotness=30,64,3411
Wppla,lifetime=20,71,3411
Wppla,Time=15,7,3411
Wppla,categories=verden,59,3411
Wppla,tags=emmanuel macron,2599,3411
Wppla,tags= donald trump,503,3411
Wppla,tags= storbritannia,1976,3411
Wppla,tags= usa,2214,3411
XXmPo,hotness=40,65,3535
XXmPo,lifetime=20,71,3535
XXmPo,Time=11,3,3535
XXmPo,categories=andreidretter,34,3535
XXmPo,tags=roing,3268,3535
eQpxg,hotness=50,66,4077
eQpxg,lifetime=40,72,4077
eQpxg,Time=6,20,4077
eQpxg,categories=sprek,57,4077
eQpxg,tags=mosjon,3070,4077
azR5a,hotness=40,65,3649
azR5a,lifetime=20,71,3649
azR5a,Time=15,7,3649
azR5a,categories=motorsport,49,3649
azR5a,tags=rallycross,3226,3649
azR5a,tags= motorsport,1432,3649
azR5a,tags= storbritannia,1976,3649
azR5a,tags= andreas bakkerud,149,3649
XXmxn,hotness=30,64,3538
XXmxn,lifetime=20,71,3538
XXmxn,Time=13,5,3538
XXmxn,categories=verden,59,3538
XXmxn,tags=,74,3538
dKA3q,hotness=40,65,3862
dKA3q,lifetime=20,71,3862
dKA3q,Time=8,22,3862
dKA3q,categories=osloby,52,3862
dKA3q,tags=oslo,3159,3862
dKA3q,tags= ungdom,2208,3862
dKA3q,tags= politiet,1652,3862
b00MB,hotness=20,63,3702
b00MB,lifetime=20,71,3702
b00MB,Time=15,7,3702
b00MB,categories=fotball,41,3702
b00MB,tags=,74,3702
b0l3q,hotness=40,65,3760
b0l3q,lifetime=40,72,3760
b0l3q,Time=17,9,3760
b0l3q,categories=meninger,47,3760
b0l3q,tags=viking fk,3556,3760
dKKdw,hotness=40,65,3878
dKKdw,lifetime=20,71,3878
dKKdw,Time=15,7,3878
dKKdw,categories=fotball,41,3878
dKKdw,tags=,74,3878
b00nA,hotness=40,65,3705
b00nA,lifetime=20,71,3705
b00nA,Time=18,10,3705
b00nA,categories=fotball,41,3705
b00nA,tags=molde,3061,3705
jWW9q,hotness=20,63,4317
jWW9q,lifetime=20,71,4317
jWW9q,Time=15,7,4317
jWW9q,categories=fotball,41,4317
jWW9q,tags=az alkmaar,2419,4317
gM250,hotness=40,65,4141
gM250,lifetime=40,72,4141
gM250,Time=12,4,4141
gM250,categories=fotball,41,4141
gM250,tags=martin linnes,3018,4141
gM250,tags= kongsvinger il,1139,4141
gM250,tags= recep tayyip erdogan,1706,4141
gM250,tags= galatasaray,765,4141
gM250,tags= molde fk,1413,4141
kngJL,hotness=60,67,4530
kngJL,lifetime=40,72,4530
kngJL,Time=6,20,4530
kngJL,categories=fotball,41,4530
kngJL,tags=eliteserien,2596,4530
kngJL,tags= sk brann,1866,4530
knnJB,hotness=40,65,4548
knnJB,lifetime=40,72,4548
knnJB,Time=17,9,4548
knnJB,categories=sykkel,58,4548
knnJB,tags=sykkel,3414,4548
kn976,hotness=60,67,4470
kn976,lifetime=40,72,4470
kn976,Time=11,3,4470
kn976,categories=fotball,41,4470
kn976,tags=eliteserien,2596,4470
kn976,tags= sk brann,1866,4470
lPPE7,hotness=40,65,4601
lPPE7,lifetime=20,71,4601
lPPE7,Time=18,10,4601
lPPE7,categories=fotball,41,4601
lPPE7,tags=kristiansund bk,2925,4601
lPPE7,tags= eliteserien,558,4601
mmmQg,hotness=30,64,4760
mmmQg,lifetime=40,72,4760
mmmQg,Time=20,13,4760
mmmQg,categories=fotball,41,4760
mmmQg,tags=eliteserien,2596,4760
mmmQg,tags= vålerenga fotball,2293,4760
mmmQg,tags= rosenborg bk,1764,4760
mmmQg,tags= fotball,718,4760
mmoG0,hotness=40,65,4769
mmoG0,lifetime=20,71,4769
mmoG0,Time=13,5,4769
mmoG0,categories=osloby,52,4769
mmoG0,tags=,74,4769
mmmRl,hotness=40,65,4761
mmmRl,lifetime=20,71,4761
mmmRl,Time=17,9,4761
mmmRl,categories=fotball,41,4761
mmmRl,tags=egersunds ik,2586,4761
orlEm,hotness=40,65,5069
orlEm,lifetime=40,72,5069
orlEm,Time=17,9,5069
orlEm,categories=norge,50,5069
orlEm,tags=personvern,3190,5069
orlEm,tags= medietilsynet,1364,5069
orlEm,tags= fns barnekonvensjon,685,5069
orlEm,tags= facebook,612,5069
q9ozg,hotness=20,63,5268
q9ozg,lifetime=20,71,5268
q9ozg,Time=13,5,5268
q9ozg,categories=norge,50,5268
q9ozg,tags=romerikes blad,3271,5268
q9ozg,tags= lørenskog,1296,5268
pyao1,hotness=20,63,5178
pyao1,lifetime=20,71,5178
pyao1,Time=12,4,5178
pyao1,categories=osloby,52,5178
pyao1,tags=oslo,3159,5178
rxxL3,hotness=40,65,5443
rxxL3,lifetime=20,71,5443
rxxL3,Time=20,13,5443
rxxL3,categories=fotball,41,5443
rxxL3,tags=eliteserien,2596,5443
rxxL3,tags= sk brann,1866,5443
rxxL3,tags= aalesund fk,85,5443
rxxAa,hotness=30,64,5442
rxxAa,lifetime=20,71,5442
rxxAa,Time=18,10,5442
rxxAa,categories=fotball,41,5442
rxxAa,tags=ranheim il,3228,5442
rxxAa,tags= fotball 1. div,719,5442
rxxp3,hotness=40,65,5444
rxxp3,lifetime=20,71,5444
rxxp3,Time=15,7,5444
rxxp3,categories=motorsport,49,5444
rxxp3,tags=rallycross,3226,5444
rxxp3,tags= andreas bakkerud,149,5444
vRRmw,hotness=40,65,5498
vRRmw,lifetime=40,72,5498
vRRmw,Time=18,10,5498
vRRmw,categories=fotball,41,5498
vRRmw,tags=eliteserien,2596,5498
vRRmw,tags= sk brann,1866,5498
vRRmw,tags= fredrik haugen,735,5498
vRRmw,tags= aalesund fk,85,5498
vRRmw,tags= lars arne nilsen,1223,5498
vRoKV,hotness=50,66,5518
vRoKV,lifetime=20,71,5518
vRoKV,Time=6,20,5518
vRoKV,categories=fotball,41,5518
vRoKV,tags=slaget om sørlandet,3342,5518
vRovm,hotness=20,63,5522
vRovm,lifetime=20,71,5522
vRovm,Time=13,5,5522
vRovm,categories=norge,50,5522
vRovm,tags=motorsykkel,3073,5522
vRovm,tags= vestfold,2258,5522
wll85,hotness=20,63,5658
wll85,lifetime=40,72,5658
wll85,Time=18,10,5658
wll85,categories=fotball,41,5658
wll85,tags=eliteserien,2596,5658
wll85,tags= molde fk,1413,5658
x6oqX,hotness=40,65,5807
x6oqX,lifetime=20,71,5807
x6oqX,Time=7,21,5807
x6oqX,categories=fotball,41,5807
x6oqX,tags=manchester united,3006,5807
x6oqX,tags= zlatan ibrahimovic,2324,5807
x6oqX,tags= premier league,1663,5807
x66g8,hotness=20,63,5752
x66g8,lifetime=40,72,5752
x66g8,Time=21,14,5752
x66g8,categories=fotball,41,5752
x66g8,tags=kåre ingebrigtsen,2941,5752
x66g8,tags= per joar hansen,1626,5752
x66g8,tags= eliteserien,558,5752
x66g8,tags= rosenborg bk,1764,5752
yAA6R,hotness=40,65,5860
yAA6R,lifetime=40,72,5860
yAA6R,Time=21,14,5860
yAA6R,categories=fotball,41,5860
yAA6R,tags=eliteserien,2596,5860
yAA6R,tags= rosenborg bk,1764,5860
yAA6R,tags= vålerenga fotball,2293,5860
yAA6R,tags= fotball,718,5860
zpoRv,hotness=40,65,6066
zpoRv,lifetime=20,71,6066
zpoRv,Time=14,6,6066
zpoRv,categories=sykkel,58,6066
zpoRv,tags=tour des fjords,3477,6066
zpoRv,tags= edvald boasson hagen,532,6066
zpov1,hotness=40,65,6067
zpov1,lifetime=40,72,6067
zpov1,Time=19,11,6067
zpov1,categories=fotball,41,6067
zpov1,tags=sandnes ulf,3296,6067
zpov1,tags= sandnes stadion,1805,6067
zpov1,tags= remi johansen,1727,6067
zpowK,hotness=20,63,6068
zpowK,lifetime=40,72,6068
zpowK,Time=15,7,6068
zpowK,categories=verden,59,6068
zpowK,tags=emmanuel macron,2599,6068
zpowK,tags= donald trump,503,6068
zpozb,hotness=40,65,6070
zpozb,lifetime=40,72,6070
zpozb,Time=8,22,6070
zpozb,categories=fotball,41,6070
zpozb,tags=sandnes ulf,3296,6070
zpozb,tags= sandnes,1803,6070
zpp5O,hotness=40,65,6071
zpp5O,lifetime=20,71,6071
zpp5O,Time=15,7,6071
zpp5O,categories=sykkel,58,6071
zpp5O,tags=tour des fjords,3477,6071
zppGO,hotness=40,65,6072
zppGO,lifetime=20,71,6072
zppGO,Time=18,10,6072
zppGO,categories=fotball,41,6072
zppGO,tags=bryne fk,2494,6072
vRoJ4,hotness=60,67,5517
vRoJ4,lifetime=40,72,5517
vRoJ4,Time=15,7,5517
vRoJ4,categories=verden,59,5517
vRoJ4,tags=linda hofstad helleland,2971,5517
vRoJ4,tags= kultur,1189,5517
vRoJ4,tags= xi jinping,2317,5517
vRoJ4,tags= kina,1091,5517
vRoJ4,tags= liu xiaobo,1269,5517
3AArX,hotness=40,65,441
3AArX,lifetime=20,71,441
3AArX,Time=20,13,441
3AArX,categories=fotball,41,441
3AArX,tags=eliteserien,2596,441
3AArX,tags= viking fk,2266,441
4ppAg,hotness=20,63,679
4ppAg,lifetime=20,71,679
4ppAg,Time=12,4,679
4ppAg,categories=ballsport,35,679
4ppAg,tags=børge lund,2510,679
4p4yq,hotness=40,65,609
4p4yq,lifetime=20,71,609
4p4yq,Time=5,19,609
4p4yq,categories=meninger,47,609
4p4yq,categories= debatt,24,609
4p4yq,tags=skole,3334,609
4p4yq,tags= lærere,1292,609
4p4yq,tags= foreldre,701,609
0RR70,hotness=30,64,114
0RR70,lifetime=40,72,114
0RR70,Time=12,4,114
0RR70,categories=fotball,41,114
0RR70,tags=eliteserien,2596,114
0RR70,tags= tromsø il,2149,114
0RR70,tags= gjermund åsen,789,114
4ppk9,hotness=40,65,682
4ppk9,lifetime=20,71,682
4ppk9,Time=14,6,682
4ppk9,categories=norge,50,682
4ppk9,tags=asker,2411,682
2667x,hotness=30,64,315
2667x,lifetime=20,71,315
2667x,Time=13,5,315
2667x,categories=norge,50,315
2667x,tags=,74,315
6OOd3,hotness=50,66,895
6OOd3,lifetime=40,72,895
6OOd3,Time=12,4,895
6OOd3,categories=fotball,41,895
6OOd3,tags=eliteserien,2596,895
6OOd3,tags= sk brann,1866,895
6OOxW,hotness=10,62,897
6OOxW,lifetime=20,71,897
6OOxW,Time=19,11,897
6OOxW,categories=norge,50,897
